Original_Review,Aspects,Sentiments,Empty,label
사람도 많은데 다들 엄청 친절하세요,서비스/혼잡도_웨이팅,긍정/부정,,000000001002
가게 분위기부터 음식까지 사장님께서 얼마나 컨셉에 진심이신지 알 수 있는 곳이었어요 마시멜로우 쳐돌이에게 강추드립니도,기타_디저트/분위기_감성/서비스,긍정/긍정/긍정,,000001011000
분위기도 좋고 너무 맛있어요,분위기_감성,긍정,,000000010000
복잡한 성수동 메인스트리트를 살핀 다음 연인과 함께 쉬기 친구들이랑 나중에 한번 더 재방문 할 예정입니닷! 성수동오면 추천하는 아지트!,분위기_감성,긍정,,000000010000
"원래 북카페를 좋아해서 여기저기 찾아보다 마음에 들어 방문한 곳인데 너무 편안하고 좋았습니다. 책과 어울리는 향수, 디저트가 함께 전시되어 있어서 구경하는 재미도 있고 메뉴도 이색적이고 데미안 라떼 등커피도 맛있었어요. 공간도 넓고 아늑하고 편안해서 책 읽거나 작업하기에도 좋아요! 다음에도 또 방문하고 싶어요",커피_음료/기타_디저트/공간_편의시설/분위기_감성,긍정/긍정/긍정/긍정,,100001110000
미쳤음 단번에 중독!!!! 내 지갑 어쩔 다음 주에 또 올거임!!! 철 지나기 전에 어여어여!!!,없음,없음,,000000000000
쉽게접할수없는메뉴라좋았어요! 추천,없음,없음,,000000000000
신발도 구경하고 음료도 마시고사진찍기 좋아요,커피_음료/분위기_감성,긍정/긍정,,100000010000
귀여워요! 아이스크림도 좋구요!,기타_디저트/분위기_감성,긍정/긍정,,000001010000
오늘 오픈날 이래요! 가게 인테리어도 예쁘고 분위기 좋고 디저트가 맛이 있습니다,기타_디저트/분위기_감성,긍정/긍정,,000001010000
"애플 타르트 꼭드세요 대존맛!! 원래 다른카페 가려다가 사람 넘 많아서 기대안하고 요기 방문했는데 애플타르트 쫀맛탱!! 바나나브레인은 찐!!! 바나나우유인데, 많이 달거나 느끼한맛이 없어요 우연히 방문했는데 자리도 널널하구 좋아쑴",커피_음료/케이크/공간_편의시설/혼잡도_웨이팅,긍정/긍정/긍정/긍정,,101000100001
베이글 종류도 엄청많고 줄을 기다리지 않아서 좋았어요,베이커리_빵/혼잡도_웨이팅,긍정/긍정,,010000000001
전에 박람회에 나와서 먹었을때 너무 맛있었는데 매장에서 먹으니까 더 맛있네용,없음,없음,,000000000000
독특한 컨셉과 친절한 응대가 커피 맛을 더 좋게 하는 것 같습니다. 테이블이 많지 않아서 주말이면 웨이팅이 항상 있을 것 같아요.,커피_음료/공간_편의시설/분위기_감성/서비스/혼잡도_웨이팅,긍정/부정/긍정/긍정/부정,,100000211002
사람이 많아서 들어왔는데 베이글도 맛있고 커피도 너무 맛있었어요!!,커피_음료/베이커리_빵/혼잡도_웨이팅,긍정/긍정/부정,,110000000002
수플레 맛집이라고 해서 왔어요 기대됩니다!,기타_디저트,중립,,000003000000
퐁신퐁신 맛있어요 분위기도 아늑하고 이쁘네요,기타_디저트/분위기_감성,긍정/긍정,,000001010000
맛있고 예뻐요 친절하셔서 더 좋아요,분위기_감성/서비스,긍정/긍정,,000000011000
쿠앤크 케이크 맛있어요!,케이크,긍정,,001000000000
다양한 분위기의 자리섹션이 있음 커피 맛 좋아오,커피_음료/공간_편의시설,긍정/긍정,,100000100000
분위기가 너무 좋고 메뉴도 좋아요!! 집 바로 근처라서 앞으로 더 자주올듯요,분위기_감성,긍정,,000000010000
커피 맛있고 친절하시고 인테리어까지 예뻐요,커피_음료/분위기_감성/서비스,긍정/긍정/긍정,,100000011000
"땅콩버터 좋아해서 방문했는데 좋았어요 달지않은 오리지널 꾸덕한 땅콩버터에 달달한 바나나 조합이 , 생각보다 커피가 너무 맛있었어요! 조명도 어둡고 조용한 분위기라 잘 쉬다 갑니다",커피_음료/기타_디저트/분위기_감성/혼잡도_웨이팅,긍정/긍정/긍정/긍정,,100001010001
시간 가는 줄 모르고 후딱 지나갔습니다!!!,분위기_감성,긍정,,000000010000
"베이글 포장으로 8개 36,500원치 사고 에일맥주 7,900원인데 3,900원으로 할인이랑 3캔 구매하면 코끼리베이글 가방 준다고해서 안사도 될걸 가방받으려 3캔 구매했는데 집에와서 영수증 확인하니 맥주를 할인이 아닌 원금액인 그냥 7,900원으로 계산했네요 직원이 벼엉신 인건지 사람 약올리는건지 단돈 얼마때문에 기분이 더럽네요 에초에 그딴 포스터나 말로 꼬시지나 말던지 아님 똑바로 할인해 주던지 몇푼때문에 기껏 기분좋게 갔다가 기분이 뭐 같네요 직원교육 똑바로 합시다!",베이커리_빵/서비스/가격_가성비/선물_포장,중립/부정/부정/부정,,030000002220
미리 주문하면 바로 픽업해거 좋아요,서비스/선물_포장,긍정/긍정,,000000001010
넓고 쾌적하고 친절하심.,공간_편의시설/서비스,긍정/긍정,,000000101000
커피도 맛있고 분위기 좋아요.,커피_음료/분위기_감성,긍정/긍정,,100000010000
"2분 대기 후 바로 입장했습니다! 소금빵 1set 12.0 테이크아웃만 가능한 매장입니다! 소금빵 전문점으로 소금빵 결제 대기줄에서 웨이팅 한 다음에 순서 차례가 되면 결제 후 구매한 수량만큼 빵 바로 받을 수 있어요! 지금까지 먹었던 소금빵 중에 버터향이 제일 진하고 진짜 고소 그 자체,,, 또 찾았다 빵 맛집! 소금도화 사랑혀,,",베이커리_빵/혼잡도_웨이팅,긍정/긍정,,010000000001
이모지 케이크 귀여워요 초코맛이 있었으먼 좋을 듯 그건 말차라 아쉽아쉽 oo,케이크,중립,,003000000000
깔끔하고 편안한 분위기의 카페 성수에서 발견했네요 라떼가 진짜 부드럽고 맛있어요 분위기도 좋아서 다음에 또 와야겠어요,커피_음료/분위기_감성,긍정/긍정,,100000010000
딸기슈페너랑 아인슈페너 먹었는데 맛있어요 크림도 맛있는데 커피가 진짜 맛있음,커피_음료,긍정,,100000000000
가본 메가커피 매장중 주문시 제일 빨리 나오는곳.. 친절하고 좋아요,서비스,긍정,,000000001000
카피가 그닥 제스타일은 아니에여,커피_음료,부정,,200000000000
젤라또가 너무 맛있어요 종류별로 다 먹어봤는데 맛이 진짜 진하고 신선해요 일단 가장 맛있었던 세가지를 고르자면 1등 토마토 2등 참외 3등 레몬 소르베인데 토마토는 방아잎이 들어가서 중독적인 맛이고 참외는 약간 수박맛도 나서 너무 좋았어요! 레몬 소르베는 와인향이 꽤 진하게 나면서 상큼해서 맛있었어요 같이 온 친구들은 얼그레이랑 피스타치오도 맛있대요 뚝섬 근처에서 데이트 하기도 분위기가 넘 좋아서 추천해요!!,기타_디저트/분위기_감성,긍정/긍정,,000001010000
망고치즈설빙은 진리,빙수_과일,긍정,,000010000000
성수역에 쾌적하고 드넓은 스타벅스가 뙇!,공간_편의시설,긍정,,000000100000
빵 테이크아웃 했어요. 아몬드튀일은 담백한 맛이었어요. 두툼합니다. 비가 와서 그런지 살짝 눅눅했지만 먹을만했어요. 소금빵이 대표 메뉴라 소금빵 하나와 쌀소금빵 하나 샀어요,베이커리_빵/쿠키_구움과자,중립/중립,,030300000000
친절히 잘해주시고 사장님이신지. 가끔남자분이 빵에대해 아르바이트분에게 물어봤을때. 잘설명해주시고 하드라구요.. 깔끔히 정리도잘되있고 좋아요,공간_편의시설/서비스,긍정/긍정,,000000101000
다 너무 맛있고 분위기도 좋아요! 맛있게 잘 먹었습니당,분위기_감성,긍정,,000000010000
특이하세 생긴 데자트가 많고 인테리어도 키치하고 컬러풀한 느낌이라 좋습니다,기타_디저트/분위기_감성,긍정/긍정,,000001010000
친절하시구 분위기가 너무 좋아요,분위기_감성/서비스,긍정/긍정,,000000011000
가끔 생각나는 빵맛집,베이커리_빵,긍정,,010000000000
4번출구 바로 앞이라 잠깐 기다리기 좋아요,공간_편의시설,긍정,,000000100000
매장이 아늑하고 좋아요! 커피도 맛있고 디저트도 맛있어요 맛있게 잘 먹고 갑니다.,커피_음료/기타_디저트/분위기_감성,긍정/긍정/긍정,,100001010000
평소에 담백한 빵을 좋아하는데요. 감자 치아바타 먹어보고 깜짝 놀랐어요. 치아바타계의 카이막같은 존재. 무화과 깜파뉴도 사실 거기서 거기겠거니 했는데 하나도 안 퍽퍽해요.. 완전 부드러워요. 항상 닫혀있어서 궁했던 집인데 오늘 운 좋게 열려있길래 들어가본건데 정말 후회 없었습니다.. 잘 모르고 들어갔던터라 수많은 빵들 중 선택을 못하고 있던 저에게 사장님께서 친절하게 빵 설명해주시고 추천해주셔서 믿고 구매했습니다. 사장님 담에 또 갈게요 진짜 맛있다,베이커리_빵/서비스,긍정/긍정,,010000001000
케이크가 너무 기엽고 이쁘고 맛나요,케이크,긍정,,001000000000
스타벅스가 회사앞에 있어서 좋아요. 좋아좋아,공간_편의시설,긍정,,000000100000
"예전부터 밖에서 보긴 했었는데 , 이번에 처음 가봤어요! 매장도 엄청 넓고 쾌적 했어요!",공간_편의시설,긍정,,000000100000
커피 잘 마셨습니다,커피_음료,긍정,,100000000000
아가랑 멈머 구경도 하고 잘 먹고 왔어요,없음,없음,,000000000000
잼 종류를 다양하게 즐길수있어서 좋았어요! 추천합니다,기타_디저트,긍정,,000001000000
밀크티에 달달한 바닐라 향이 참 좋았어요!,커피_음료,긍정,,100000000000
딸기케이크가 너무 먹고 싶어서 맛집 찾던 중 아쿠아산타를 발견해서 오게 되었어요! 분위기도 너무 좋고 딸기케이크 진짜 맛있어요! 또 커피도 엄청 쓰지 않고 적당히 달아서 케이크랑 너무 잘 어울려요!!,커피_음료/케이크/분위기_감성,긍정/긍정/긍정,,101000010000
맛도 분위기도 좋아요 메뉴설명도 친절하게 해주셨어요,분위기_감성/서비스,긍정/긍정,,000000011000
"디저트맛집, 주차불편",공간_편의시설/기타_디저트,부정/긍정,,000001200000
"책읽거나 작업하기 좋은 북카페,, 누워서 책을 읽는 사람들도 있고,, 책읽기 편리한 북스텐드,노트,연필등이 구비되어있고, 2시간 또는 종일권으로 이용 가능합니다.",공간_편의시설/분위기_감성,긍정/긍정,,000000110000
"SNS에서 우연히 알게된 가게인데, 소금빵 덕후로서 참을 수 없어서 당장 달려왔어욧 플레이리스트도 넘 제 스탈이구 같이 데려온 친구도 너무 만족해서 뿌듯 . . 기본 소금빵이 제일 맛있었어요 !! 기본 is best ,,",베이커리_빵/분위기_감성,긍정/긍정,,010000010000
야외공간 분위기 괜찮음,분위기_감성,긍정,,000000010000
항상 올때 마다 들리는 카페인데 정말 맛있어요 이런 착한 가격에 정말 맛있는 무스 케이크를 먹을 수 있다니 너무 체고예요,케이크/가격_가성비,긍정/긍정,,001000000100
딱 제 취향이라 커피 맛있게 마시고 왔어요,커피_음료,긍정,,100000000000
일단..여기 주문하면 이렇게 오래 걸리는지 몰랐어요. 성수동 핫플에 있다고 리뷰 몇천개 달려서 유명하고 인기있는 카페라고 빼째라인지 몰라도 주문받는 남자분!! 알바생인지 사장인지 개불친절이더라구요. 카페 이름 바꾸세요. 젠젠 아니라 젠장카페라고..이런 리뷰도 첨 써보네요. 아침 첫 스토어부터 기분 완전 별로였어요. 가게마다 룰이 있겠져 시시비비 떠나 태도의 문제!! 눈 똥그랗게 뜨고 손님이랑 기싸움 하자는건지..뽱당! 서비스마인드 개나줘버린듯 웃으면서 좋게 양해 구하는 태도 못 배웠나요? 카페가 포화상태인데 이런덴 정리되길 바래봅니다. 아침부터 친절 장착하기 싫음 다른일하시지 아침부터 기분 진짜!!! 수플레 얼마나 특이하다고 에흐 다들 외국인들이 리뷰보고 가는데 같아여 속지마세요!!!,기타_디저트/서비스/혼잡도_웨이팅,부정/부정/부정,,000002002002
시간 매우매우 부족했지만 재미있었어요,없음,없음,,000000000000
"우연히 들어온 곳인데 너무 좋아서 놀랐어요. 넓고 쾌적한데 편한 자리도 많고, 혼자 작업할 수 있는 자리도 있어요. 커피도 정말 맛있음",커피_음료/공간_편의시설,긍정/긍정,,100000100000
인테리어가 인상적임,분위기_감성,긍정,,000000010000
이쁘고 맛나고 피곶치 좋았습니다 곶감싫어하는데 괜찮았어요,기타_디저트/분위기_감성,긍정/긍정,,000001010000
"친구랑 같이 와서 너무 좋은시간 잘 보냈습니다 음료도 다 너무 맛나구, 케이크도 꾸덕하니 넘넘 맛나요!! 다음에도 재방문 의사 있습니당",커피_음료/케이크,긍정/긍정,,101000000000
맛있어요! 건강한 맛,없음,없음,,000000000000
프레첼도 맛있는데 제주 호지차가 정말 미쳤어요. 찐하고 맛있어서 정말 잘 먹었습니다. 다음에도 성수 오면 완전 재방문 각 100주차할 곳은 없고 화장실은 건물에 있습니다!사람이 많아서 앉을 곳은 없지만 포장 하면 금방 가져갈 수 있어요!,커피_음료/베이커리_빵/공간_편의시설/혼잡도_웨이팅,긍정/긍정/부정/부정,,110000200002
생각외로 외국인이 친구 가족단위로 많아서 놀랐어요 그만큼 브런치 정통 맛집이라는 뜻이겠죠,베이커리_빵,긍정,,010000000000
밤에만 와봤는데 낮에도 분위기 좋네요!,분위기_감성,긍정,,000000010000
남친이랑 동생이랑 성수동애서 밥먹다가 동생이 여기 태연이 와따가따고 가고싶다고 해서 간곳 새로오픈해서 깰꼼하고 소금베이글 잠봉뵈르 죤마탱,베이커리_빵/공간_편의시설,긍정/긍정,,010000100000
"인테리어는 예쁜데, 자리는 편치는 않음. 음료 등 맛있어요.",커피_음료/공간_편의시설/분위기_감성,긍정/부정/긍정,,100000210000
비주얼이 장난아니예요 인테리어도 예뻐서 즐겁게 다녀왔어요,분위기_감성,긍정,,000000010000
친구가 가고싶다고 해서 방문 휘낭시에 맛있어요,쿠키_구움과자,긍정,,000100000000
남편이랑 데이트 하러 간 곳인데 한적한 동네에 있는 카페라 조용하게 대화하기 좋았고요 디저트가 맛있었어요 특히 휘낭시에 추천드려요,쿠키_구움과자/혼잡도_웨이팅,긍정/긍정,,000100000001
베이글 어쩜 이리 쫠깃 촉촉하죠?? 한입 먹는순간 빵긋했어요 웨이팅이 힘들어도 충분히 다시 먹겠어요 런베뮤 니커버커 보다 코베가 젤이네요,베이커리_빵/혼잡도_웨이팅,긍정/부정,,010000000002
멋진 사장님과 맛있는 디저트까지 .. 완벽한 토요일이었어요 처음 오는 친구들도 다 만족하면서 또 오고싶대요,서비스,긍정,,000000001000
분위기 깡패 어니언,분위기_감성,긍정,,000000010000
디저트가 넘 맛있어요,없음,없음,,000000000000
커피맛이 너무 좋아요 스톤슈페너는 첨인데 굉장히 맛있고 감동적입니다. 추천이요,커피_음료,긍정,,100000000000
오랜만에 성수 놀러왔다가 느좋까페 같아서 들어왔어요. 높은 천장에 성수동 보다는 한남 바이브 느좋카페! 좋네요! 음료 종류는 다양치않지만 커피는 디카페인 옵션이있어서 저녁에도 맛있는 커피마시기좋고 시원해여! 디저트도 옹골지게 맛있는것만 있네요,커피_음료/공간_편의시설/분위기_감성,긍정/긍정/긍정,,100000110000
1층 분위기가 넘 좋아요,분위기_감성,긍정,,000000010000
베이글 종류가 다양해서 좋아요 근데 뭘 골라야할지 선택 장애가 와요 그리고 바로 데워 먹을수 있게 토스트기도 있어서 더 좋네요,베이커리_빵/공간_편의시설,긍정/긍정,,010000100000
가격은 사악해요 감성으로 먹어요,분위기_감성/가격_가성비,긍정/부정,,000000010200
에르제는 잠봉뵈르 맛집!!! 잠봉뵈르 생각날 때마다 항상 에르제 방문합니다!! 추천!!,베이커리_빵,긍정,,010000000000
너무 맛있고 쾌적하고 즐거운 시간 보냈습니,공간_편의시설,긍정,,000000100000
커피맛두 맛나구 너무친절하신 사장님 자주이용하는 카페입니다 다른데는 못가겠어여 서비스도 주시고 감사드려요,커피_음료/서비스,긍정/긍정,,100000001000
맛있는 스톤 슈페너 잘 먹었습니다!,커피_음료,긍정,,100000000000
성수역 근처 카페 찾아보다가 방문했어요! 케이크 맛집이라고 하길래 엄청 기대하고 갔는데 꾸덕케이크 맛집 인정 케이크 종류가 다양해서 특이한 케이크 많이 있었는데 딸기케이크 궁금해서 시켰더니 치즈크럼블딸기 조합이 아주 굿굿 에그타르트도 생각보다 크고 바삭해서 맛있었어요!!! 담에는 옥수수케이크 먹으러 가려구요,케이크,긍정,,001000000000
여기 음료가 진짜 최고!!! 커피 맛이 사장님도 친절하시고 유쾌하셔서 좋아요,커피_음료/서비스,긍정/긍정,,100000001000
인테리어 너무 예쁘고 음료가 맛있어요,커피_음료/분위기_감성,긍정/긍정,,100000010000
줄 없이 바로 샀고 종류 많아서 좋았어요 !,혼잡도_웨이팅,긍정,,000000000001
서울숲 외곽에 있는 빵집입니다. 평일 오전 10시쯤 갔더니 아주 따끈한 빵들을 먹을 수 있었어요! 외국인 분들도 바깥 자리에서 커피 한잔 하고 계시는 걸 보니 여기가 파리처럼 느껴집니다. 먹을 공간은 없는 빵집이라 줄서서 빵을 고르면 됩니다. 대파크림베이글 맛있어요!,커피_음료/베이커리_빵/공간_편의시설/분위기_감성/혼잡도_웨이팅,긍정/긍정/부정/긍정/중립,,110000210003
완두빙쑥 사진 보고 호다닥 달려감. 주택 개조한 형태라 카페 입구 헷갈렸지만 내부 인테리어는 통창에 뷰는 없지만 모던하게 꾸며둠. 완두빙쑥 시켰는데 말차빙수?? 잘못 나왔는데 모르고 조금 먹음. 중간에 잘못 나왔다고 다시 바꿔주셨는데 깔끔하게 바꿔주셔서 좋았음. 완두빙쑥은 익숙한 완두 앙금맛 우유 빙수 조합. 예상한 그 맛이나 신선했음. 카라멜 모니카 아주 맛남! 테이블이 낮은 편. 의자 딱딱하고 오래 앉아있긴 어려운 카페.,빙수_과일/기타_디저트/공간_편의시설/분위기_감성/서비스,긍정/긍정/부정/긍정/긍정,,000011211000
딸기크로플이 맛잇어보여서 방문햇는데 크로플도 맛잇고커피도 맛잇엇어용 !!!,커피_음료/베이커리_빵,긍정/긍정,,110000000000
진짜 너어어어무맛있어요 브런치매니아여서 왠만한데는 다돌아다녔는데 체다엔올리미만잡인듯 아보카도샌드위치먹구 맥앤치즈베이컨파니니랑 그래놀라두개더추가해서 뿌셨어요 강추입니다 오늘은 안마셨는데 조리퐁라떼주문은 필수입니다,커피_음료/베이커리_빵/기타_디저트,긍정/긍정/긍정,,110001000000
곡물라떼진하고 너무 맛있어요 책 종류들이 너무좋았고 전자책과 헤드셋이용하는 북카페는 처음봐요 신세계였습니당 종종 올거같아요,커피_음료/공간_편의시설,긍정/긍정,,100000100000
피넛버터 맛보기 해볼 수 있어서 좋고 완전꾸덕해요!,기타_디저트,긍정,,000001000000
편하게 작업하기 좋습니다! 성수역점 직원분들도 친절해요!,공간_편의시설/서비스,긍정/긍정,,000000101000
친절하신 사장님 커피 인테리어 다 좋아요,커피_음료/분위기_감성/서비스,긍정/긍정/긍정,,100000011000
"아주 좋은 커피와 그 커피가 가지고 있는 이야기들을 접할 수 있어서 좋았습니다. 미각, 후각, 시각 모두 만족스러웠던 시간이었습니다. 앞으로 계획하고 계신 커피들도 기대됩니다. 가능하다면 매달 방문하고 싶습니다. 정성스럽게 준비해주셔서 감사합니다. ",커피_음료/서비스,긍정/긍정,,100000001000
달짝지근한아메리카노,커피_음료,중립,,300000000000
커피 맛있고 분위기 좋아요,커피_음료/분위기_감성,긍정/긍정,,100000010000
맛있긴한데 너무 사람많고 자리도 불편해서 굳이..입니다,공간_편의시설/혼잡도_웨이팅,부정/부정,,000000200002
음식도 맛있고 이야기 나누기 좋아요.,공간_편의시설,긍정,,000000100000
팝업 메뉴로 리뉴얼 되었다고 해서 가 봤어요 사장님도 친절하시고 푸딩 메뉴도 많아서 좋아요!! 제 원 픽은 율무피넛 입니다.,기타_디저트/서비스,긍정/긍정,,000001001000
빵이 바로 나와서 따끈따끈해서 좋았어요,베이커리_빵,긍정,,010000000000
카페 분위기가 너무 좋네요!! 가운데 있는 트리가 진짜 예뻐요,분위기_감성,긍정,,000000010000
카페가 사진에서 예쁘거 잘 나와도 실제로 보면보 더욱 더 예쁘네요 디저트도 정말 맛있고 먹는 재미가 있네요. 토요일 11시반에 도착해서 바로 입장 가능했어요. 집에서 멀지만 벌써 다음에 또 오고 싶네요,분위기_감성/혼잡도_웨이팅,긍정/긍정,,000000010001
매일매일 방문하게 되네요.,없음,없음,,000000000000
프러그램너무젛아요 맛나요,없음,없음,,000000000000
스탠다드브레드 성수는 유명한 서울 식빵 맛집임 그 맛있고 유명한 식빵에 퍼플베리랑 아보카도 딜 스프레드 같이 발라먹으면 상큼하고 크리미해서 폭식하게 됨,베이커리_빵,긍정,,010000000000
오전 일찍부터 베이글 먹을 수 있어서 너무 좋아요! 베이글 진짜 쫀득하고 맛있어요!!,베이커리_빵,긍정,,010000000000
"츄로스도넛 크림치즈가 쫄깃하고 느끼하지 않고 맛있음! 커피도 딱 진해서 디저트랑 마시기 너무 좋다! 분위기가 차분하고 규모가 넓으며, 마치 유럽 카페를 온 듯하여 진짜 추천합니다!",커피_음료/베이커리_빵/공간_편의시설/분위기_감성,긍정/긍정/긍정/긍정,,110000110000
매장이 넓고 쾌적해요 !! 소음도 적당해서 테이블만 잘 잡으면 대화하기 좋을 것 같용 초코 카눌리 맛있어요 이거 드세요!!!!,쿠키_구움과자/공간_편의시설/혼잡도_웨이팅,긍정/긍정/긍정,,000100100001
커피가 괜찮아요! 인스타갬성 카페입니다!!,커피_음료/분위기_감성,긍정/긍정,,100000010000
가게가 좁지만 케이크 너무너무 맛있고 예뻐요 ..,케이크/공간_편의시설/분위기_감성,긍정/부정/긍정,,001000210000
또 갔어요!! 맛나는소금빵,베이커리_빵,긍정,,010000000000
산타 라떼 너무 맛있어요. 피스타치오치즈케이크도 완전 강추추!!!!,커피_음료/케이크,긍정/긍정,,101000000000
라떼 크리미하고 진해요 커피 향이 풍부해서 여운이 남아요!,커피_음료,긍정,,100000000000
"멋진 커피, 맛있는 인테리어",커피_음료/분위기_감성,긍정/긍정,,100000010000
눈이 오는 예쁜날 방문한 구욱희 최애 쿠키집,쿠키_구움과자/분위기_감성,긍정/긍정,,000100010000
너무 맛있는 에그타르트 다들 한번 드셔보세요 부드럽고 달콤한 크림이랑 바삭한 타르트가 딱 맞는 맛이네요,케이크,긍정,,001000000000
다 좋은데 커피 양이 별로 안많아서 아쉬워요 레몬케이크는 진쩌 존맛 제가 신걸 좋아해서 맛있었눈데 신거 못먹으면 레몬케이크 비추,커피_음료/케이크,부정/긍정,,201000000000
꼭 와보세용 개맛있어용 크림 꼭 찍어먹어야돼요,없음,없음,,000000000000
디저트가 맛있고 매장도 넓고 이뻐용!!,공간_편의시설/분위기_감성,긍정/긍정,,000000110000
아메리카노 부드러워요 화이트 플랫도 맛있어요 근데 사람이너무많아요,커피_음료/혼잡도_웨이팅,긍정/부정,,100000000002
다 맛있었는데 전 콘 에그타르트 강추!!! 그리고 내부 인테리어 정말 이뻐요,케이크/분위기_감성,긍정/긍정,,001000010000
이런 곳이 있다니 온통 민트초코로만 가득해서 너무 좋아요 음료 베이커리 다 맛있고 무엇보다 대화하기 너무 편안한 공간,커피_음료/베이커리_빵/공간_편의시설,긍정/긍정/긍정,,110000100000
음료도 맛있규 디저트도 맛있어요! 알바?언니가 넘 귀엽고 친절하셔서 편안한 분위기에서 뜨개하다가 가용! 증정용 실이 없어서 넘 아쉬웠는데 실도 하나 받았습니다! 감사해요,커피_음료/서비스,긍정/긍정,,100000001000
카페 향이 너무 좋아요 아늑하고 행복해지는 성수 플레이스 !,분위기_감성,긍정,,000000010000
많은 인원이 대화하기 편한 장소입니다. 샌드위치와 커피가 맛있습니다,커피_음료/베이커리_빵/공간_편의시설,긍정/긍정/긍정,,110000100000
노래도 좋고 분위기가 너무좋아요!! 성수동카페거리라 접근성도좋고! 또올게요,분위기_감성,긍정,,000000010000
카페 분위기가 편안하고 따뜻해요 카페 라떼랑 베이글 조합 너무 맛있고 속이 든든해요!! 부담없이 언제든 방문하기 좋은 카페 같아요! 추천합니당,커피_음료/베이커리_빵/분위기_감성,긍정/긍정/긍정,,110000010000
매장도 넓직하고 대화하기 좋네요 소금붕어빵 너무 맛있어서 깜짝 놀랐어요 굿,베이커리_빵/공간_편의시설,긍정/긍정,,010000100000
도구리 생카로 왔어요 귀엽게 잘되어 있음,분위기_감성,긍정,,000000010000
맛있는거 너무 많아서 골라먹기 아쉬워요,없음,없음,,000000000000
순유유 딸기생크림이 맛있습니다,케이크,긍정,,001000000000
솔티초코 맛있어요 달달하면서 짭쪼름하니 아주 좋아용 가격은 좀 쎄여,기타_디저트/가격_가성비,긍정/부정,,000001000200
올해 먹은 복숭아중에 가장 달고 맛있었던 것 같아요! 근데 빙수 위에 가득 올라가 있어서 너무 맛있었어요 다음에 또 올게요,빙수_과일,긍정,,000010000000
건축가의 센스가 돋보이는 대형 월 하나로 독특한 공간이 완성됐네요. 레스토랑 분위기는 아니긴 해요,분위기_감성,긍정,,000000010000
쏘세지빵 맛있어요!! 마들렌은 써비스 어서와서 드세요,베이커리_빵/쿠키_구움과자/서비스,긍정/긍정/긍정,,010100001000
산미 없는 커피 추천받아서 마셨어요. 농담 아니고 올해 마셔본 핸드드립 커피 중에 제일 좋았어요. 친구 기다리면서 잠깐 가진 여유시간에 최고의 커피를 만나서 행복했어요. 원두에 담긴 이야기를 소개해 주는 것도 기분 좋은 배려였네요. 입구가 애매하게 생겨서 찾기가 어렵다는 것만 제외하면 재방문 의사 120의 훌륭한 커피숍입니다.,커피_음료/공간_편의시설/서비스,긍정/부정/긍정,,100000201000
"생망고빙슈인데 이 가격에 이 퀄리티인게 말이 안되게 맛도리에용,,,, 우유눈꽃얼음 아니고 망고베이스 눈꽃 빙수라 찐하고 맛았어요 생망고도 싱싱하고 달달한게 찐 빙수맛집입니다용",빙수_과일/가격_가성비,긍정/긍정,,000010000100
시간이 짧아서 아쉬워요,없음,없음,,000000000000
스프도 너무 맛있고 부라타 완두콩 타르틴도 너무 너무 맛있어요! 완두콩 때문에 달콤한 맛도 있고 치즈랑 너무 잘어울려요! 양이 많은 편인것 같아요 다음에 삼치 파스타도 먹어보고 싶어요!,베이커리_빵/기타_디저트,긍정/긍정,,010001000000
분위기도 너무 좋고 위스키 아이스크림 메뉴 자체가 특별해요 아이스크림도 맛있고 위스키도 맛있어요,커피_음료/기타_디저트/분위기_감성,긍정/긍정/긍정,,100001010000
잠깐 들러도 충분히 힐링됨 분위기가 여유로워서 마음의 평화를 찾기 좋아요,분위기_감성,긍정,,000000010000
보냉백 추가하면 더깔끔하게포장해주시는데 이거완전추천해요!! 같이간친구가 제가사는거보구 따라샀어요 당일케이크 예약도가능하니까 급하게케이크필요하신분들케이크예약히는것을추천드립니다 너무맛있구 예쁘게만들어주셔서 첫방문이었는데 넘만족합니다! 앞으로도 번창하세여사장님 다음에는 도시락케이크나 홀케이크도 이용해보고싶어요!!,케이크/선물_포장,긍정/긍정,,001000000010
내부도 아기자기하고 응대해주시는 분도 친절하셨어요!! 컵이 너무 귀여웠어요. 커피도 맛있었습니다!,커피_음료/분위기_감성/서비스,긍정/긍정/긍정,,100000011000
커피원두가 좋은 것 같아요 깔끔하니 커피가 맛있네요!! 빵도 맛있고사진스팟도 많아서 사진찍기듀 좋네용,커피_음료/베이커리_빵/분위기_감성,긍정/긍정/긍정,,110000010000
작지만 알찬 케이크 가게!! 넘 맛있어요,케이크/공간_편의시설,긍정/중립,,001000300000
"햄쏘올데이 브런치랑 수플레 케이크, 커피, 쥬스 이것저것 많이 시켰는데 다 맛있었어요 ! 다만 주말이라 당연하겠지만 사람이 많아요TT",커피_음료/케이크/기타_디저트/혼잡도_웨이팅,긍정/긍정/긍정/부정,,101001000002
크림치즈타르트 쿠키베에스 스타일이라 너무 고소하고 맛있어요 커피랑 찰떡!!,커피_음료/케이크,긍정/긍정,,101000000000
