text,aspect,sentiment,keywords,label
디저트 하나하나 정성이 가득 들어간 게 느껴지는 퀄리티입니다.,기타디저트,Positive,"정성 가득, 높은 퀄리티",000001000000
푸딩이 너무 흐물거려서 식감이 별로고 맛도 밍밍해요.,기타디저트,Negative,"푸딩 흐물거림, 식감 별로, 밍밍함",000002000000
젤라또가 다 녹아서 나와서 그냥 밀크쉐이크 마시는 줄 알았네요.,기타디저트,Negative,"젤라또 녹음, 밀크쉐이크 같음",000002000000
요거트에 들어간 과일이 신선하지 않고 갈변되어 있어 실망했습니다.,기타디저트,Negative,"과일 불신선, 갈변, 실망",000002000000
파르페 가격은 엄청 비싼데 그냥 과자 몇 개 꽂아놓은 수준이에요.,기타디저트,Negative,"비싼 가격, 부실한 구성",000002000000
푸딩에서 인공적인 향료 냄새가 너무 강하게 나서 거북했습니다.,기타디저트,Negative,"인공 향료 냄새, 거북함",000002000000
젤라또 식감이 쫀득하지 않고 서걱거려서 실망스러웠어요.,기타디저트,Negative,"서걱거리는 식감, 실망",000002000000
요거트 볼에 꿀이 너무 많이 들어가서 너무 달아 먹기 힘들었어요.,기타디저트,Negative,"꿀 과다, 너무 달아서 힘듦",000002000000
디저트 비주얼만 번드르르하고 맛은 편의점보다 못하네요.,기타디저트,Negative,"비주얼만 좋음, 맛없음",000002000000
그릭 요거트라고 하는데 너무 묽어서 그냥 일반 요거트 같아요.,기타디저트,Negative,"그릭 요거트 묽음, 일반 요거트 같음",000002000000
양갱 가격이 말도 안 되게 비싸네요. 한 입에 천 원꼴인 듯.,기타디저트,Negative,"양갱 비싼 가격, 가성비 최악",000002000000
아포가토 커피가 너무 써서 아이스크림 맛을 다 죽여버려요.,기타디저트,Negative,"커피 너무 씀, 아이스크림 맛 죽임",000002000000
초코 무스가 너무 뻑뻑해서 목이 멜 정도였어요.,기타디저트,Negative,"초코 무스 뻑뻑함, 목 멤",000002000000
디저트 접시가 지저분하게 서빙되어 나와서 기분이 안 좋았습니다.,기타디저트,Negative,"지저분한 서빙, 기분 안 좋음",000002000000
특색 있는 디저트라더니 그냥 이름만 거창하고 맛은 평범해요.,기타디저트,Negative,"이름만 거창, 평범한 맛",000002000000
수플레 팬케이크 주문했는데 계란 비린내가 너무 심해서 못 먹겠어요.,기타디저트,Negative,"수플레 비린내, 못 먹겠음",000002000000
젤리 식감이 너무 딱딱해서 씹기가 힘들고 맛도 인위적입니다.,기타디저트,Negative,"젤리 딱딱함, 인위적인 맛",000002000000
카이막 양이 너무 적어서 빵을 다 먹기도 전에 모자랐습니다.,기타디저트,Negative,"카이막 양 적음, 부족함",000002000000
디저트가 전반적으로 너무 달아서 다 먹고 나면 속이 니글거려요.,기타디저트,Negative,"너무 달아서, 속 니글거림",000002000000
냉장 보관이 잘못된 건지 디저트에서 냉장고 냄새가 배어있네요.,기타디저트,Negative,"냉장고 냄새 배어있음, 실망",000002000000
팥빙수 얼음이 너무 굵어서 씹는 맛이 없고 거칠기만 합니다.,기타디저트,Negative,"얼음 굵고 거침, 별로",000002000000
아이스크림이 금방 녹아버려서 나중에는 그냥 설탕물 같아요.,기타디저트,Negative,"금방 녹음, 설탕물 같음",000002000000
요거트 토핑으로 올라간 견과류가 눅눅해서 쩐내가 좀 나네요.,기타디저트,Negative,"견과류 눅눅함, 쩐내",000002000000
가격 대비 양이 너무 적어서 두 번은 안 시켜 먹을 것 같습니다.,기타디저트,Negative,"양 너무 적음, 재구매 의사 없음",000002000000
디저트 메뉴 설명이랑 실제 나온 거랑 너무 달라서 당황했어요.,기타디저트,Negative,"설명과 다름, 당황스러움",000002000000
말차 맛이 너무 약해서 말차 디저트인지도 모르겠네요.,기타디저트,Negative,"말차 맛 약함, 정체성 모호",000002000000
디저트 컵 주변에 시럽이 묻어 있어서 손이 다 끈적거려요.,기타디저트,Negative,"시럽 묻음, 끈적거림, 불편",000002000000
셔벗에 얼음 알갱이가 너무 커서 식감이 아주 안 좋습니다.,기타디저트,Negative,"얼음 알갱이 큼, 식감 안 좋음",000002000000
양이 적어도 너무 적네요. 맛도 평범한데 돈 아깝습니다.,기타디저트,Negative,"양 너무 적음, 평범함, 돈 아까움",000002000000
티라미수 푸딩인데 커피 맛은 안 나고 크림 맛만 나서 느끼해요.,기타디저트,Negative,"커피 맛 없음, 느끼한 크림 맛",000002000000
디저트가 너무 예쁘기만 하고 맛에 대한 고민은 부족해 보입니다.,기타디저트,Negative,"예쁘기만 함, 맛 고민 부족",000002000000
푸딩 맛은 그냥 무난하고 양도 적당한 편입니다.,기타디저트,Neutral,"무난한 맛, 적당한 양",000003000000
젤라또 종류는 몇 가지 있는데 그냥 평범한 맛이에요.,기타디저트,Neutral,"종류 몇 가지, 평범한 맛",000003000000
요거트 볼 구성은 과일이랑 그래놀라 정도로 일반적입니다.,기타디저트,Neutral,"일반적인 구성, 보통",000003000000
파르페는 비주얼 위주라 한 번쯤 시켜볼 만한 정도예요.,기타디저트,Neutral,"비주얼 위주, 시켜볼 만함",000003000000
디저트 메뉴가 시즌별로 바뀌는 것 같으니 확인하고 가세요.,기타디저트,Neutral,"시즌 메뉴 변경, 확인 필요",000003000000
푸딩 식감이 아주 부드럽지는 않고 살짝 탄력이 있는 편입니다.,기타디저트,Neutral,살짝 탄력 있는 식감,000003000000
젤라또 한 컵에 두 가지 맛을 선택할 수 있는 게 장점이네요.,기타디저트,Neutral,두 가지 맛 선택 가능,000003000000
요거트가 아주 꾸덕하지도 않고 묽지도 않은 적당한 농도입니다.,기타디저트,Neutral,"적당한 농도, 보통",000003000000
양갱은 그냥 시중에서 파는 거랑 큰 차이는 모르겠어요.,기타디저트,Neutral,시중 제품과 큰 차이 없음,000003000000
아포가토 아이스크림 양이 적당해서 커피랑 밸런스는 맞네요.,기타디저트,Neutral,"적당한 양, 밸런스 보통",000003000000
초코 무스는 아주 달지 않아서 무난하게 먹었습니다.,기타디저트,Neutral,"아주 달지 않음, 무난함",000003000000
디저트 가격대는 이 근처 카페들이랑 비슷한 수준이에요.,기타디저트,Neutral,"비슷한 가격대, 보통",000003000000
그릭 요거트 토핑을 마음대로 추가할 수 있는 시스템입니다.,기타디저트,Neutral,토핑 추가 가능 시스템,000003000000
디저트 서빙 속도는 그냥 평범한 수준인 것 같아요.,기타디저트,Neutral,평범한 서빙 속도,000003000000
특별한 맛은 아니지만 비주얼이 좋아서 사진 찍기 괜찮네요.,기타디저트,Neutral,"비주얼 좋음, 사진용",000003000000
팥빙수 얼음은 우유 얼음이라 부드럽게 잘 넘어갑니다.,기타디저트,Neutral,"우유 얼음, 부드러움",000003000000
디저트들이 대체적으로 1인용이라 양이 많지는 않아요.,기타디저트,Neutral,"1인용, 양 적당",000003000000
셔벗은 식후에 입가심용으로 먹기에 나쁘지 않은 선택입니다.,기타디저트,Neutral,"입가심용, 나쁘지 않음",000003000000
카이막 세트에는 빵이 기본으로 포함되어 나옵니다.,기타디저트,Neutral,빵 기본 포함,000003000000
디저트 종류가 매일 조금씩 달라지는 것 같네요.,기타디저트,Neutral,"종류 매일 변경, 참고",000003000000
아이스크림 위에 토핑이 조금 올라가 있어 씹는 맛이 있네요.,기타디저트,Neutral,"토핑 있음, 씹는 맛",000003000000
요거트 베이스 맛이 깔끔해서 호불호가 없을 것 같아요.,기타디저트,Neutral,"깔끔한 맛, 호불호 없음",000003000000
푸딩 용기가 귀여워서 다 먹고 가져가고 싶더라고요.,기타디저트,Neutral,"귀여운 용기, 보통",000003000000
디저트 메뉴 설명이 메뉴판에 자세히 적혀 있어 좋네요.,기타디저트,Neutral,자세한 메뉴 설명,000003000000
그냥 흔히 아는 그런 젤라또의 쫀득한 맛입니다.,기타디저트,Neutral,흔히 아는 쫀득함,000003000000
과일 젤리는 아이들이 좋아할 것 같은 달콤한 맛이에요.,기타디저트,Neutral,"아이들이 좋아할 맛, 달콤",000003000000
수플레 팬케이크는 만드는 데 시간이 좀 걸린다고 하니 참고하세요.,기타디저트,Neutral,조리 시간 소요 참고,000003000000
디저트들이 너무 화려하지는 않지만 깔끔하게 나옵니다.,기타디저트,Neutral,"깔끔한 서빙, 보통",000003000000
초코 무스에 견과류가 조금 섞여 있는 일반적인 형태입니다.,기타디저트,Neutral,일반적인 형태,000003000000
딱 예상 가능한 범위 내의 디저트 퀄리티입니다.,기타디저트,Neutral,예상 가능한 퀄리티,000003000000
망고 빙수에 생망고가 통째로 올라가서 당도가 어마어마합니다.,빙수과일,Positive,"생망고, 당도 높음, 만족",000010000000
수박 주스가 인위적인 시럽 맛이 아니라 진짜 수박을 갈아 넣었네요.,빙수과일,Positive,"수박 주스, 진짜 수박, 신선",000010000000
눈꽃 빙수 얼음이 너무 고와서 입안에서 구름처럼 녹아내려요.,빙수과일,Positive,"눈꽃 빙수, 고운 얼음, 사르르 녹음",000010000000
제철 과일 타르트에 올라간 블루베리가 알이 굵고 아주 싱싱해요.,빙수과일,Positive,"제철 과일, 블루베리 싱싱, 만족",000010000000
여기 팥빙수는 직접 만든 팥이라 그런지 고소함이 남다릅니다.,빙수과일,Positive,"직접 만든 팥, 고소함, 남다름",000010000000
과일 도시락 구성이 알차서 피크닉 갈 때 사 가기 딱 좋아요.,빙수과일,Positive,"과일 도시락, 구성 알참, 피크닉용",000010000000
빙수 위에 올라간 하겐다즈 아이스크림이랑 과일 조화가 꿀맛입니다.,빙수과일,Positive,"아이스크림 과일 조화, 꿀맛",000010000000
복숭아 에이드에 복숭아 과육이 씹혀서 식감도 좋고 상큼해요.,빙수과일,Positive,"복숭아 과육, 식감 좋음, 상큼",000010000000
멜론 빙수 비주얼이 압도적이라 나오자마자 사진부터 찍었네요.,빙수과일,Positive,"멜론 빙수, 압도적 비주얼, 사진용",000010000000
과일 스무디가 걸쭉하고 진해서 원재료를 아끼지 않은 게 느껴져요.,빙수과일,Positive,"과일 스무디, 진함, 재료 아끼지 않음",000010000000
딸기 빙수 딸기가 냉동이 아니라 생딸기라 향부터가 다릅니다.,빙수과일,Positive,"생딸기 빙수, 향이 좋음, 만족",000010000000
요거트 빙수에 들어간 그래놀라랑 과일이 정말 잘 어울려요.,빙수과일,Positive,"요거트 빙수, 과일 조화, 맛있음",000010000000
자몽 주스가 쌉싸름하면서도 달콤해서 갈증 해소에 최고입니다.,빙수과일,Positive,"자몽 주스, 갈증 해소, 최고",000010000000
과일 샌드위치 생크림이 안 느끼하고 과일이 큼직해서 좋아요.,빙수과일,Positive,"과일 샌드위치, 과일 큼직, 안 느끼함",000010000000
빙수 양이 엄청 많아서 셋이 먹어도 충분할 정도였어요.,빙수과일,Positive,"빙수 양 많음, 넉넉함, 만족",000010000000
샤인머스캣 에이드가 청량감이 대박이고 과일이 정말 달아요.,빙수과일,Positive,"샤인머스캣, 청량감 대박, 달콤",000010000000
빙수 속에도 과일이 층층이 쌓여있어서 끝까지 맛있게 먹었네요.,빙수과일,Positive,"과일 층층이, 끝까지 맛있음",000010000000
과일 요거트 볼에 든 바나나가 딱 알맞게 익어서 부드러워요.,빙수과일,Positive,"바나나, 알맞게 익음, 부드러움",000010000000
무화과 디저트는 여기서 처음 먹어봤는데 신선하고 정말 맛나요.,빙수과일,Positive,"무화과 디저트, 신선, 맛나요",000010000000
빙수 얼음 자체가 우유 얼음이라 그냥 먹어도 고소하고 맛있습니다.,빙수과일,Positive,"우유 얼음, 고소함, 맛있다",000010000000
착즙 주스라 영양소 파괴도 없을 것 같고 맛이 정말 깔끔해요.,빙수과일,Positive,"착즙 주스, 영양소, 깔끔한 맛",000010000000
청포도 빙수 토핑이 듬뿍 올라가서 비주얼도 맛도 만점입니다.,빙수과일,Positive,"청포도 빙수, 토핑 듬뿍, 만점",000010000000
과일 샐러드 야채도 싱싱하고 과일 종류가 다양해서 좋았습니다.,빙수과일,Positive,"과일 샐러드, 종류 다양, 싱싱",000010000000
여기 팥빙수 떡이 아주 쫄깃쫄깃해서 식감이 너무 좋아요.,빙수과일,Positive,"팥빙수 떡, 쫄깃함, 식감 굿",000010000000
파인애플 주스가 새콤달콤해서 식후 디저트로 정말 딱이네요.,빙수과일,Positive,"파인애플 주스, 새콤달콤, 식후 딱",000010000000
빙수 시럽이 과하게 달지 않고 과일 본연의 맛을 잘 살려줘요.,빙수과일,Positive,"적당한 시럽, 과일 본연의 맛",000010000000
사과 주스 갈아주실 때 껍질째 갈아주셔서 더 건강한 느낌입니다.,빙수과일,Positive,"사과 주스, 건강한 느낌, 만족",000010000000
"베리 빙수에 블루베리, 라즈베리가 가득해서 상큼함이 터지네요.",빙수과일,Positive,"베리 빙수, 상큼함 터짐, 만족",000010000000
과일 플레이팅이 너무 예뻐서 먹기 전부터 기분이 좋아집니다.,빙수과일,Positive,"플레이팅 예쁨, 기분 좋아짐",000010000000
여름엔 역시 이 집 빙수죠! 올 때마다 변함없이 맛있네요.,빙수과일,Positive,"여름 필수 빙수, 변함없는 맛",000010000000
망고 빙수라고 시켰는데 망고가 너무 시고 딱딱해서 실망했어요.,빙수과일,Negative,"망고 시고 딱딱, 실망, 맛없음",000020000000
수박 주스에 물을 너무 많이 섞었는지 밍밍하고 수박 향도 안 나요.,빙수과일,Negative,"수박 주스 밍밍, 물 많이 섞음",000020000000
빙수 얼음이 너무 거칠어서 입안이 까칠해지는 느낌이었습니다.,빙수과일,Negative,"거친 얼음, 식감 별로, 불만족",000020000000
과일 타르트 과일 표면이 말라있어서 신선도가 한참 떨어져 보여요.,빙수과일,Negative,"과일 마름, 신선도 낮음, 비추천",000020000000
팥빙수 팥이 너무 달아서 한 입 먹자마자 혀가 얼얼할 정도네요.,빙수과일,Negative,"팥 너무 달아서, 거부감, 실패",000020000000
과일 주스 가격은 비싼데 양이 너무 적어서 몇 모금 마시니 끝이에요.,빙수과일,Negative,"가격 비쌈, 양 적음, 가성비 최악",000020000000
빙수 위에 올라간 과일이 냉동이라 이가 시리고 아무 맛도 안 나요.,빙수과일,Negative,"냉동 과일, 무맛, 실망",000020000000
자몽 에이드가 너무 써서 도저히 못 마시겠더라고요. 시럽도 부족해요.,빙수과일,Negative,"자몽 너무 씀, 못 마시겠음, 떫음",000020000000
빙수 그릇이 너무 작아서 과일 토핑이 자꾸 밖으로 다 흘러넘쳐요.,빙수과일,Negative,"그릇 작음, 토핑 흘러나옴, 불편",000020000000
스무디가 덜 갈렸는지 얼음 덩어리가 계속 씹혀서 별로였습니다.,빙수과일,Negative,"덜 갈린 스무디, 얼음 덩어리, 별로",000020000000
딸기 빙수에 딸기 시럽 맛이 너무 인위적이고 저렴한 맛이 나요.,빙수과일,Negative,"인위적 시럽 맛, 저렴함, 실망",000020000000
요거트 빙수가 너무 시큼해서 제 입맛에는 정말 안 맞았습니다.,빙수과일,Negative,"요거트 시큼, 입맛 안 맞음, 실패",000020000000
주스 마시는데 과일 씨가 계속 걸려서 먹기가 너무 불편했네요.,빙수과일,Negative,"과일 씨 걸림, 먹기 불편, 불만",000020000000
과일 샌드위치 빵이 눅눅해져서 축 처진 식감이 아주 안 좋았어요.,빙수과일,Negative,"샌드위치 눅눅, 식감 별로, 비추",000020000000
빙수 양이 메뉴판 사진보다 현저히 적어서 사기당한 기분입니다.,빙수과일,Negative,"양 현저히 적음, 사진과 다름, 실망",000020000000
과일들이 전체적으로 안 익었는지 너무 딱딱하고 떫은맛이 나네요.,빙수과일,Negative,"안 익은 과일, 딱딱함, 떫음",000020000000
빙수 속에는 얼음만 가득하고 토핑은 겉에만 살짝 발려있네요.,빙수과일,Negative,"토핑 부족, 얼음만 가득, 속은 맛없음",000020000000
과일 요거트에 과일이 너무 조금 들어있어서 실망스러웠습니다.,빙수과일,Negative,"과일 양 적음, 실망, 부실",000020000000
빙수 시럽이 너무 많이 뿌려져 있어서 너무 끈적거리고 달아요.,빙수과일,Negative,"시럽 과다, 끈적거림, 너무 담",000020000000
팥빙수 떡이 딱딱하게 굳어있어서 씹기가 너무 힘들었습니다.,빙수과일,Negative,"떡 굳어있음, 씹기 힘듦, 실망",000020000000
착즙 주스라고 하더니 뒤에서 통에 든 거 붓는 걸 봤어요.,빙수과일,Negative,"착즙 아님, 실망, 신뢰도 하락",000020000000
과일 샐러드 드레싱이 너무 과해서 과일 맛이 하나도 안 느껴져요.,빙수과일,Negative,"드레싱 과다, 과일 맛 안 남, 별로",000020000000
빙수가 너무 빨리 녹아서 나중에는 그냥 과일 국이 되어버렸네요.,빙수과일,Negative,"금방 녹음, 과일 국, 만족도 낮음",000020000000
과일에서 이상한 약품 냄새 같은 게 나서 다 남기고 왔습니다.,빙수과일,Negative,"약품 냄새, 찝찝함, 다 남김",000020000000
파인애플이 너무 셔서 속이 쓰릴 정도였습니다. 선별이 안 된 듯.,빙수과일,Negative,"너무 시고 속 쓰림, 과일 선별 불량",000020000000
과일 플레이팅이 사진이랑 너무 다르고 대충 담아준 느낌이에요.,빙수과일,Negative,"플레이팅 부실, 사진과 다름, 대충임",000020000000
빙수 먹는데 머리카락이 나와서 비위 상하고 기분 다 망쳤습니다.,빙수과일,Negative,"이물질 나옴, 머리카락, 위생 불량",000020000000
복숭아가 물복도 딱복도 아닌 애매하고 맛없는 맛이라 실망요.,빙수과일,Negative,"맛없는 복숭아, 실망, 당도 낮음",000020000000
얼음에서 수돗물 냄새가 나는 것 같아서 빙수 맛이 다 죽네요.,빙수과일,Negative,"수돗물 냄새, 얼음 불량, 별로",000020000000
가격은 호텔 빙수급인데 맛은 동네 분식집 빙수만도 못해요.,빙수과일,Negative,"가성비 최악, 가격만 비쌈, 맛없음",000020000000
망고 빙수 양은 적당하고 맛도 상상하는 딱 그 맛입니다.,빙수과일,Neutral,"적당한 양, 상상 가능한 맛",000030000000
수박 주스는 시원하게 마시기 좋은 무난한 퀄리티예요.,빙수과일,Neutral,"시원함, 무난한 퀄리티, 보통",000030000000
빙수 얼음 입자가 아주 곱지도 거칠지도 않은 보통 수준입니다.,빙수과일,Neutral,"보통 얼음 입자, 평균",000030000000
과일 타르트 종류는 몇 가지 있는데 가격대는 좀 있는 편이에요.,빙수과일,Neutral,"종류 몇 가지, 가격대 있음",000030000000
팥빙수에 팥이랑 콩가루가 들어간 기본적인 옛날 빙수 스타일입니다.,빙수과일,Neutral,"옛날 빙수 스타일, 기본",000030000000
과일 주스 주문하면 바로 갈아주긴 하는데 시간은 좀 걸리네요.,빙수과일,Neutral,"즉석 조리, 시간 소요, 보통",000030000000
빙수 위에 아이스크림 한 스쿱이 올라가서 시원하게 먹었습니다.,빙수과일,Neutral,"아이스크림 한 스쿱, 시원함",000030000000
에이드에 생과일이 조금 들어있긴 한데 데코용에 가까워요.,빙수과일,Neutral,"과일 데코용, 무난",000030000000
빙수 1인용 메뉴도 따로 있어서 혼자 가서 먹기 괜찮네요.,빙수과일,Neutral,"1인용 메뉴, 혼밥 가능",000030000000
스무디 당도는 조절이 가능하다고 하니 주문할 때 말하세요.,빙수과일,Neutral,"당도 조절 가능, 참고",000030000000
딸기 빙수 철이 아니라 그런지 딸기가 좀 시긴 하네요.,빙수과일,Neutral,"시즌 영향, 신맛 있음",000030000000
빙수 종류가 대여섯 가지 정도라 취향껏 고르기 좋습니다.,빙수과일,Neutral,"종류 다양, 취향껏 선택",000030000000
과일 도시락은 미리 예약해야 살 수 있는 것 같아요.,빙수과일,Neutral,"예약 필요, 구매 안내",000030000000
빙수 얼음이 빨리 녹는 편이라 나오자마자 빨리 드셔야 해요.,빙수과일,Neutral,"빨리 녹음 주의, 참고",000030000000
과일 샌드위치는 하루 한정 수량으로 판매한다고 합니다.,빙수과일,Neutral,"한정 수량 판매, 정보 전달",000030000000
과일들의 당도는 복불복인 것 같지만 대체로 먹을만합니다.,빙수과일,Neutral,"당도 복불복, 대체로 보통",000030000000
빙수 토핑 추가 옵션이 있으면 더 좋을 것 같은 느낌입니다.,빙수과일,Neutral,"토핑 추가 옵션 희망, 보통",000030000000
과일 요거트는 아이들이 간식으로 먹기에 적당한 크기네요.,빙수과일,Neutral,"아이들 간식용, 적당한 크기",000030000000
무화과는 제철에만 판매하는 시즌 한정 메뉴라고 하네요.,빙수과일,Neutral,"시즌 메뉴, 기간 한정",000030000000
빙수 그릇이 유리가 아니라 플라스틱이라 좀 아쉽긴 합니다.,빙수과일,Neutral,"그릇 소재 아쉽, 보통",000030000000
착즙 주스라 얼음 없이 주스로만 가득 채워져서 나옵니다.,빙수과일,Neutral,"얼음 없음, 주스 가득",000030000000
청포도 빙수 알맹이가 껍질째 들어가니 참고해서 드세요.,빙수과일,Neutral,"껍질째 과일, 안내",000030000000
과일 샐러드는 드레싱을 따로 달라고 요청할 수 있습니다.,빙수과일,Neutral,드레싱 따로 요청 가능,000030000000
팥빙수 떡은 추가 요금을 내면 더 넣을 수 있다고 하네요.,빙수과일,Neutral,"떡 추가 가능, 유료",000030000000
주스 원액 비율이 아주 높지는 않지만 마실만은 합니다.,빙수과일,Neutral,"원액 비율 보통, 마실만함",000030000000
빙수 비주얼은 평범한데 양이 꽤 많아서 가성비는 괜찮아요.,빙수과일,Neutral,"평범한 비주얼, 양 많음, 보통",000030000000
사과 주스는 탄산이 들어간 에이드 버전도 선택 가능합니다.,빙수과일,Neutral,에이드 버전 선택 가능,000030000000
과일 모둠 접시는 구성 과일이 매일 조금씩 바뀐다고 해요.,빙수과일,Neutral,"구성 과일 변경, 참고",000030000000
빙수 시럽 양을 적게 해달라고 부탁드렸더니 딱 좋았습니다.,빙수과일,Neutral,"시럽 양 조절, 개인 취향 반영",000030000000
과일 빙수 전문점이라기보다는 카페 메뉴 중 하나인 느낌이에요.,빙수과일,Neutral,"카페 메뉴 중 하나, 보통",000030000000
인테리어가 너무 예쁘고 화사해서 어디서 찍어도 인생샷 나오네요.,분위기감성,Positive,"예쁜 인테리어, 화사함, 인생샷",000000010000
테라스 뷰가 탁 트여 있어서 앉아만 있어도 힐링 되는 기분입니다.,분위기감성,Positive,"테라스 뷰, 탁 트임, 힐링",000000010000
조명이 은은하고 아늑해서 소개팅하기에도 딱 좋은 분위기예요.,분위기감성,Positive,"은은한 조명, 아늑함, 소개팅 장소",000000010000
매장 곳곳에 소품들이 감각적이라 사장님의 센스가 느껴집니다.,분위기감성,Positive,"감각적인 소품, 사장님 센스",000000010000
층고가 높아서 개방감이 있고 답답하지 않아 오래 머물고 싶어요.,분위기감성,Positive,"높은 층고, 개방감, 머물고 싶음",000000010000
모던하고 깔끔한 화이트톤 인테리어가 완전 제 스타일입니다.,분위기감성,Positive,"모던 깔끔, 화이트톤, 취향 저격",000000010000
카페에서 나오는 음악 선곡이 너무 좋아서 분위기가 한층 더 사네요.,분위기감성,Positive,"좋은 음악 선곡, 분위기 좋음",000000010000
빈티지한 가구들과 따뜻한 우드톤 인테리어가 마음을 편안하게 해요.,분위기감성,Positive,"빈티지 가구, 우드톤, 편안함",000000010000
통창으로 들어오는 햇살이 너무 예뻐서 채광 맛집으로 인정합니다.,분위기감성,Positive,"통창 채광, 햇살 맛집, 만족",000000010000
정원이 있는 카페라 도심 속에서 자연을 느끼기에 최고였습니다.,분위기감성,Positive,"정원 카페, 자연 느낌, 최고",000000010000
갤러리 같은 분위기라 구경하는 재미도 있고 아주 고급스럽네요.,분위기감성,Positive,"갤러리 분위기, 구경하는 재미, 고급짐",000000010000
야경이 정말 멋진 곳이라 저녁에 데이트 코스로 강력 추천해요.,분위기감성,Positive,"멋진 야경, 데이트 코스 추천, 만족",000000010000
플랜테리어가 잘 되어 있어서 공기도 맑은 것 같고 눈이 편안해요.,분위기감성,Positive,"플랜테리어, 공기 맑음, 눈이 편안",000000010000
힙한 감성이 가득해서 MZ세대들이 정말 좋아할 만한 공간입니다.,분위기감성,Positive,"힙한 감성, MZ 취향, 인기 많음",000000010000
조용하고 차분한 분위기라 혼자 책 읽거나 작업하기 너무 좋네요.,분위기감성,Positive,"조용한 분위기, 책 읽기 좋음, 작업용",000000010000
한옥을 개조한 카페라 고즈넉하고 운치가 있어 부모님도 좋아하셔요.,분위기감성,Positive,"한옥 카페, 고즈넉함, 운치 있음",000000010000
테이블 간격이 넓어서 프라이빗하게 대화 나누기 아주 좋습니다.,분위기감성,Positive,"테이블 간격 넓음, 프라이빗, 대화",000000010000
크리스마스 장식을 너무 예쁘게 해놓으셔서 연말 분위기 제대로네요.,분위기감성,Positive,"예쁜 장식, 연말 분위기, 만족",000000010000
유럽 노천카페 같은 이국적인 분위기라 여행 온 기분이 들어요.,분위기감성,Positive,"유럽 노천카페, 이국적, 여행 기분",000000010000
화장실 인테리어까지 신경 쓴 게 보여서 정말 깔끔하고 예뻐요.,분위기감성,Positive,"화장실 인테리어, 신경 씀, 깔끔",000000010000
루프탑에서 내려다보는 도시 전망이 정말 환상적이었습니다.,분위기감성,Positive,"루프탑 전망, 환상적, 만족",000000010000
미니멀한 인테리어가 주는 절제된 아름다움이 매력적인 곳입니다.,분위기감성,Positive,"미니멀, 절제된 아름다움, 매력적",000000010000
곳곳이 포토존이라 친구들이랑 사진 찍느라 시간 가는 줄 몰랐네요.,분위기감성,Positive,"포토존 많음, 사진 촬영, 즐거움",000000010000
아기자기하고 귀여운 소품들이 많아서 소품샵 구경 온 것 같아요.,분위기감성,Positive,"아기자기, 귀여운 소품, 구경잼",000000010000
비 오는 날 창가 자리에 앉아 있으면 운치가 정말 대박입니다.,분위기감성,Positive,"비 오는 날 운치, 창가 자리, 대박",000000010000
가구 배치가 센스 있고 공간 활용을 정말 잘하신 것 같아요.,분위기감성,Positive,"가구 배치 센스, 공간 활용 굿",000000010000
전체적으로 색감이 조화로워서 마음이 편안해지는 공간이에요.,분위기감성,Positive,"조화로운 색감, 마음 편안, 만족",000000010000
트렌디한 인테리어 소품들이 많아서 인스타 감성 뿜뿜합니다.,분위기감성,Positive,"트렌디함, 인스타 감성, 만족",000000010000
카페 이름이랑 인테리어 컨셉이 너무 잘 어울려서 인상적이에요.,분위기감성,Positive,"컨셉 조화, 인상적, 디자인 굿",000000010000
고급 호텔 라운지 같은 분위기라 기분 전환하기 딱 좋습니다.,분위기감성,Positive,"호텔 라운지 분위기, 기분 전환, 딱임",000000010000
인테리어가 너무 조잡하고 정신없어서 오래 앉아있기 힘들어요.,분위기감성,Negative,"조잡한 인테리어, 정신없음, 불편",000000020000
뷰 맛집이라더니 앞에 공사장이 훤히 보여서 기분만 잡쳤네요.,분위기감성,Negative,"공사장 뷰, 기분 나쁨, 실망",000000020000
조명이 너무 어두워서 메뉴판 글씨도 안 보일 정도라 불편했어요.,분위기감성,Negative,"너무 어두움, 메뉴판 안 보임, 불편",000000020000
소품들에 먼지가 뽀얗게 쌓여있어서 관리가 안 되는 것 같아 찝찝해요.,분위기감성,Negative,"소품 먼지, 관리 부실, 찝찝함",000000020000
매장이 너무 좁고 다닥다닥 붙어 있어서 시장통 같은 분위기입니다.,분위기감성,Negative,"좁은 매장, 시장통 분위기, 시끄러움",000000020000
인테리어가 너무 낡아서 감성이라기보다 그냥 허름한 느낌이에요.,분위기감성,Negative,"낡은 인테리어, 허름함, 실망",000000020000
음악 소리가 너무 커서 일행이랑 대화하는 게 불가능할 정도예요.,분위기감성,Negative,"음악 소리 너무 큼, 대화 불가능, 소음",000000020000
차가운 공사 현장 같은 인테리어라 전혀 아늑하지 않고 추워 보여요.,분위기감성,Negative,"공사장 인테리어, 안 아늑함, 추움",000000020000
채광이 너무 강해서 눈이 부신데 블라인드도 없어서 너무 뜨거웠어요.,분위기감성,Negative,"과한 채광, 눈 부심, 뜨거움, 불편",000000020000
컨셉이 뭔지 모르겠어요. 이것저것 섞여 있어서 난잡한 느낌입니다.,분위기감성,Negative,"난잡한 컨셉, 정체성 모호, 별로",000000020000
갤러리 분위기는커녕 그냥 창고 같은 느낌이라 당황스러웠네요.,분위기감성,Negative,"창고 느낌, 당황, 실망",000000020000
