text,text_en
바닥은 많이 기름지면서 바삭하고 전체적으로 오일리 합니다,"The bottom is very oily and crispy, and the whole thing is oily."
케이크 종류가 진짜많아요!,There are so many types of cakes!
매장 완전 깨끗하고 사장님이 너무 친절해여,The store is very clean and the owner is very friendly.
커피랑 빵 둘다 맛있고 인테리어도 깔끔하고 이뻐서 좋네요,"The coffee and bread are both delicious, and the interior is clean and pretty."
소금빵 치고는 기름지긴 하지만 이게 이집의 특징이겠지요,"It's a bit greasy for a salt bread, but I guess that's a characteristic of this restaurant."
당떨어질때 가나슈푸딩 순삭하니까 당충전도 되고 너무 행복해요,"When I'm low on sugar, I eat ganache pudding and it replenishes my sugar and makes me so happy."
매장이 조용하고 음료도 디저트도 맛있어서 회사랑 먼데도 종종옵니다~!,"The store is quiet and the drinks and desserts are delicious, so I often come here even from far away with work!"
성수동 하이큐 10주년 에디션 갓다가 더위피할겸 잠시들린 커피숍에서 요즘 트레드에 맞는 분위기속에 힐링해서요~~,Seongsu-dong Haikyu 10th Anniversary Edition Godda stopped by a coffee shop to escape the heat and healed in an atmosphere suitable for Tread these days~~
뭔가 뜨거운 음료만 있을 것 같았는데 차가운 음료도 있어서 냉큼 구매했어요!,"I thought there would only be hot drinks, but there were cold drinks too, so I quickly bought them!"
✌️ 💞 😄 Happy New Year♡ See you next time♧♧(20250111土10:50 방문고객 ),✌️ 💞 😄 Happy New Year♡ See you next time♧♧(20250111土10:50 Visiting Customer)
곡물맛 좋아하는 분이라면 추천~~,Recommended for those who like the taste of grains~~
"버터 소금 미쵸따리,,,, 성수역까지 나는 빵냄시,,,,채고","Butter salt Michotari,,,, The smell of bread that goes all the way to Seongsu Station,,,, Chaego"
커피를 주문 했을 때 선택한 원두의 설명이 담긴 종이를 같이 제공하며 어떤 맛을 느낄 수 있는지 알 수 있어 좋았습니다.,"When ordering coffee, it was nice to be provided with a piece of paper with a description of the coffee beans you selected so you could know what kind of flavor it would taste like."
일전에도 다른 곳에서 에쏘를 맛나게 먹었던곳이라 성수에서 발견해서 좋았네요,"I've had delicious Esso elsewhere before, so it was nice to find it in Seongsu."
따뜻한 빵을 받을 줄 알았는데 그게아니여서 현장에서 먹는 맛있음을 특별히받진못했어요~,"I thought I would receive warm bread, but that wasn't the case, so I didn't get the special taste of eating it on site."
사진도 잘나오고 음료도 너무 맛있어용!̆̎,The photos come out great and the drinks are so delicious!̆̎
"카페인 충전도 하고, 즐거운 시간 보내다 가요♡",Recharge your caffeine and have a great time♡
케이크가 너어어어어무 맛있어요,The cake is sooooo delicious
다음에 성수동 가게되면 또 사먹어야겠어요,"Next time I go to Seongsu-dong, I will have to buy it again."
산미랑 바디감이 균형 잡혀서 한 잔 내내 만족스럽게 즐길 수 있었습니다.,"The acidity and body were well balanced, so I was able to enjoy the entire drink with satisfaction."
"받자마자 한입 먹었는데 존맛,, 버터향이 확 올라와요,, 에프 돌려 먹었는데 안돌려 먹는게 더 담백하고 맛있었어요!!","As soon as I received it, I took a bite and it was delicious. The smell of butter came out. I ate it with a twist, but it was lighter and more delicious without it!!"
강남구청 본점 가다가 성수에 생겨서 왔는데 역시나 훌륭하네요,"I was going to the Gangnam-gu Office main branch and came across it in Seongsu, and it was just as great."
🥐 성수점은 두번째인데 항상 생각하는것이 결제줄을 따로 해놔서 빠르게 빵을 받아볼수있다는것이 너무 좋은 아이디어같아요!!,"🥐 This is my second time at the Seongsu branch, and I always think it's a great idea to have a separate payment line so you can get the bread quickly!!"
🥹 다음날 에프에 살짝 돌려먹으니 버터풍미가 장난 아니었어요,"🥹 The next day, I ate a little bit of it with F and the butter flavor was no joke."
커피 맛도 좋고 인테리어도 멋지고 친절해요,"The coffee tastes good, the interior is nice and friendly."
분좋카 찾다가 들어왔는데 넘 시원하고 음료도 다 맛있구 인테리어도 너무 이뻐오 잘쉬다가 잘먹다가 사진두 건지구 갑니당 사장님 오래오래 장사해주세요,"I came here while looking for a good place to stay. It was very refreshing, the drinks were all delicious, and the interior was very pretty. I rested well, ate well, and took a couple of photos. I'm off to the district. Please keep doing business for a long time, sir."
파인콘 먹었는데 너뮤 쓰지도 않고 잔에 올려놓은게 달콤새콤하네요,I ate pine corn and it tasted sweet and sour when I put it in a glass without using it.
바로 먹으려고 길거리에서 잠시 멈추고 먹었는데 너무 맛있더라구요..,I stopped on the street to eat it right away and it was so delicious.
근데무슨리뷰를쓰라고하는지..,But what kind of review are you asking me to write?
라고 생각하면서 맨날 지나쳐갔는데 마침 평일이여서 줄이 많이 없길래 사보았습니다:) 주문은 키오스크로 하고 1봉지에 4개씩 들어있어서 가격은 12000원입니다.,"I always passed by it thinking this, but it happened to be a weekday so there wasn't much of a line, so I bought it :) I ordered through a kiosk and there are 4 in a bag, so the price is 12,000 won."
"음료는 망고 그린에이드 시켰는데, 적당히 달고 청량해서 좋았습니다.","I ordered Mango Greenade for a drink, and it was moderately sweet and refreshing."
줄서긴 했지만 회전율이 좋아서 많이 기다리지 않았어요 키오스크로 계산 먼저 하고 줄 서세요~~,"There was a line, but the turnover rate was good so I didn't have to wait long. Pay at the kiosk first and then wait in line~~"
매장이 넓어서 쾌적하고 대기시간없이 들어와서 더더욱 만족해요,"The store is spacious and comfortable, and I am even more satisfied because I can come in without waiting."
인테리어도 넘 예쁘고✨👀 커피도 맛있고 디저트도 다양해요!!,The interior is very pretty✨👀 The coffee is delicious and there are a variety of desserts!!
크리스마스 때 먹으려고 사전예약했다,I made a reservation in advance to eat during Christmas.
다른곳의 소금빵과 가장 큰 차이점은 빵이 부드러운반면 쫄깃한 식감은 아니에요,"The biggest difference from other salt breads is that while the bread is soft, it is not chewy."
소금빵 바삭바삭하고 맛잇어요!!,Salt bread is crunchy and delicious!!
매번가는 카페인데 사장님도 친절하시고ㅌ 커피맛도 좋고 카페 내부 향이 너무 좋아요,"I go to this cafe every time, the owner is friendly, the coffee tastes good, and the smell inside the cafe is really nice."
직원분들도 친절하세요~,The staff are also friendly~
디저트도 너무 맛있고 의자도 편하고 노래도 좋고 너무 소란스럽지도 않아 분위기도 좋고 최고,"The dessert was so delicious, the chairs were comfortable, the music was good, it wasn't too noisy, so the atmosphere was great."
직원분이 모두 친절하시고 커피도 넘 맛있어서 좋았습니다,The staff were all friendly and the coffee was delicious.
경수중학교 정문에서 100m가 안되니 1분이면 바로 카페입니다.,"Since it is less than 100m from the main gate of Gyeongsu Middle School, the cafe is just 1 minute away."
빵도 나와있고 포장도 되어있는데 조명을 키거나 다른 직원분이랑 업무 얘기하는 일은 손님 먼저 보내고 하면 되는 일 아닌가요?,"The bread is out and packaged, but isn't it okay to turn on the lights or talk about work with other employees by sending the customers away first?"
매장도 깨끗하고 직원분도 아주 친절하세요!,The store is clean and the staff is very friendly!
"성수랑 잘 어울리는 특색있는 카페🍵 통창을 통해 보이는 잔잔한 분위기가 매력적인 공간🌃 혼자 시간을 보내기 좋고, 차를 좋아하시거나 관심 있는 분들께 추천드려요","A unique cafe that goes well with Seongsu 🍵 A charming space with a calm atmosphere visible through the floor-to-ceiling windows 🌃 It’s great to spend time alone, and I recommend it to those who like or are interested in tea"
"🙆🏻장점 1⃣어디든지 포토스팟인 성수동카페📸 2⃣유럽 그 자체를 그대로 옮겨놔 여권없이 영국여행 쌉가넝🇬🇧 3⃣특색 넘치는 영국식 디저트가 많은 성수역카페✨ 4⃣1층, 2층 모두 넓고 좌석 많아","🙆🏻Advantages 1⃣Seongsu-dong Cafe, a photo spot anywhere📸 2⃣It is a replica of Europe itself, so traveling to the UK without a passport is cheap🇬🇧 3⃣Seongsu Station Cafe with many unique British desserts✨ 4⃣Both the 1st and 2nd floors are spacious and have lots of seats"
"공간 여기저기 잘 꾸며져 있어 구경하는 재미가 있는데,루프탑도 있어 이용가능하니 또다른 분위기를 느낄 수도 있습니다.","The space is well decorated here and there, so it's fun to look around, and there's also a rooftop that you can use, so you can feel a different atmosphere."
"체리그라니따는 체리슬러쉬에 콜드블루응 곁들여 마시는 음료로, 커피와 체리향 조화는 좋았지만 개인적으로 너무 달았다아…","Cherry granita is a drink made with cherry slush and cold blue. The combination of coffee and cherry flavor was good, but I personally found it too sweet..."
"😆 생각보다 줄도 금방 빠지고, 소금빵은 진짜 맛있었오요","😆 The line moved faster than expected, and the salt bread was really delicious."
아기바기한 인테레어 맛있는커피 친절한 사장님 역시 성수 핫플이네여,"Cute interior, delicious coffee, friendly owner, it's also a Seongsu hot spot."
왜때문인지는 제 순서가 가까워졌을 때 알 수 있었는데 포장이 엄청 오래 걸리더라구요.,"I found out why when my order got closer, but the packaging took a very long time."
서비스로 주신 치즈케잌도 치즈향이 넘넘 진하고 쫀득하니 굿굿🧀 우드우드한 인테리어도 예쁘고 너무 아기자기 쏘 큐트♡,The cheesecake given as a service was also very good because it had a strong cheese flavor and was chewy🧀 The wood-wood interior was also pretty and very cute.♡
성수동 카페거리에 신상 대형카페가 생겨서 갔는데 분위기도 좋고 깨끗하고 넓어서 좋았어요.,"I went there because a new large cafe opened on Seongsu-dong Cafe Street, and I liked it because it had a nice atmosphere, was clean, and was spacious."
테이크아웃을 주로 이용하는지라 비주얼 이 보이지 않지만 맛집데쓰,"Since I mainly use takeout, I can't see the visuals, but it's a good restaurant."
프렌치토스트 당충전 빵빵되는 맛..!,French toast full of sugar and full of flavor..!
매장 크고 졸아요!!,The store is big and makes you sleepy!!
주말 오전 웨이팅 없이 살 수 있었어요.,I was able to live without waiting on a weekend morning.
"꼭 드셔보시고 초코케이크도 드셔요,, 왕진하니까 왕좋다",Be sure to try it and eat the chocolate cake too. It's really good since I'm visiting.
"오늘 날씨가 너무 따뜻해서 야외좌석에 앉았는데, 분위기도 너무 좋고, 좌석 간격도 넓어서 대화하기에도 좋았어요","The weather was so warm today that I sat outside, and the atmosphere was really nice, and the seats were wide apart, so it was good for conversation."
가게 앞에서 풍기는 버터 구워지는 냄새가 넘 치명적이라 그냥 지나치기가 힘든데 빵 나오는 시간대가 정해져 있어서 미리 알아보고 가는게 좋아요.,"The smell of baking butter emanating from the front of the store is so strong that it's hard to pass by, but since the bread is served at a certain time, it's best to check in advance."
연남동 산책항 때마다 엄청난 버터향을 풍기며 손님들을 유혹하는데 그냥 지나치기만 하다 성수에서 유명한 소금빵집이 낸 분점이라 해서 사봤어요.,"Every time I go for a walk in Yeonnam-dong, it tempts customers with its amazing buttery scent, but I just pass by it. I heard that it was a branch of the famous Salt Bakery in Seongsu, so I bought it."
몇 개 마신 것 같아 찝찝한데 바빠도 신경 좀 쓰세요~~,"I feel bad because I think I drank a few, but please pay attention even if you are busy~~"
너무 맛있고 예뻐요,It's so delicious and pretty
커피도 진하고 딱 꼬숩고❤️ 친절한 훈남사장님 또 올께여~~,The coffee is strong and just right❤️ The friendly and handsome owner will come again~~
혼자 여행하다가 방문했는데 빵도 커피도 맛있어요,I visited while traveling alone and the bread and coffee were delicious.
결제 후 대기해서 다시 받는 구조였는데 그 시간이 참 길게 느껴졌고 다시 데워먹는 방법을 좀 읽고 싶었는데 줄도많고 안내도 없어서 안내판을 발견했을땐 이미 빨리 빠져줘야했어요,"After paying, I had to wait and get it again, but the time felt really long and I wanted to read about how to reheat it, but there was a lot of line and there was no information, so by the time I found the sign, I had to leave quickly."
특별한 커피가 있어요~,There is a special coffee~
모호 베통 품절되서 자연도 소금빵 득템 가격 올리지마세요,Moho betong is sold out so nature also got salt bread. Don't raise the price.
하고 지나쳤는데 지나가는 사람들마다 소금빵들고있는걸 보고 저도 도전해보았습니다,"I passed by and saw that everyone passing by was holding salt bread, so I tried it too."
하루에도 몇백개가 넘는 소금빵을 파시고 수백명의 사람들이 먹는 식품이니 위생에 조금 더 신경쓰시면 좋을 것 같습니다!,"Since more than a hundred salt breads are sold every day and hundreds of people eat them, it would be a good idea to pay more attention to hygiene!"
"에스프레소 잘 안 먹는데 이건, 매일 먹을 수 있겠어요!","I don't drink espresso often, but I could drink this every day!"
"하나만 못사고, 4개 세트로만 살 수 있다고 해서 아쉬웠지만 그렇게 사봤습니다… 개인적으로 소금빵이 많이 느끼해서!","I was disappointed to hear that I couldn't buy just one, and that I could only buy a set of 4, but that's what I bought... Personally, I find salt bread too greasy!"
저녁먹고 들리는 곳 직원분들 친절하시고 커피도 잘 만들어주십니다,A place I stop by after dinner. The staff is friendly and they make good coffee.
"성수동 예쁘고 커피맛있으면 사람많아서 짜증나는데 여기는 너무너무 한적하고 좋아용,, ❤️ 아무튼 너무 추천해버려~","If Seongsu-dong is pretty and the coffee is good, it gets annoying because there are a lot of people, but this place is so quiet and nice,, ❤️ Anyway, I highly recommend it~"
한줄평: 개인이 하는 생일카페보다도 허접하고 매대에는 비인기 상품만 가득한 기분 나쁜 팝업스토어.,One-line review: An unpleasant pop-up store that is worse than a private birthday cafe and has shelves filled with unpopular products.
디저트가 맛있고 주차가되서 좋아요,The desserts are delicious and parking is nice.
"빵이 맛있고, 독특한 음료가 많았어요",The bread was delicious and there were many unique drinks.
잊고 있던 믹스커피의 짜릿한 맛이 반가웠고 디저트들도 다 맛있었어요!,"I was glad to hear the thrilling taste of the mixed coffee that I had forgotten about, and all the desserts were delicious!"
한 자리에서 4개 순삭했다;,Four pieces were cut in one sitting;
토핑(?)의 블루베리는 여지껏 보지못하였을 만큼 크다.,The blueberry topping (?) is as big as I've ever seen before.
리뷰에는 극찬일색이었는데 저와 엄마입에는 하위권 소금빵이었네요. (왠지 소금빵 장인의 집이 아닌 트랜드전문가가 급조한 이쁘기만한 빵집느낌),"The reviews were full of rave reviews, but to my mom and I, it was a low-level salty bread. (For some reason, it feels like a pretty bakery made hastily by a trend expert rather than the home of a salt bread artisan)"
신논현 근처에 있는 로우어가든에서 빅토리아 푸딩스콘이랑 맘모스 파운드 케이크 테이크아웃 했어요!,I took out Victoria Pudding Scone and Mammoth Pound Cake at Lower Garden near Shinnonhyeon!
공간도 예쁘고 커피가 맛있어요.,The space is pretty and the coffee is delicious.
👌가게에 가시면 키오스크로 바로 가셔서 주문하시고 대기줄 서시면 됩니다.,"👌When you go to the store, you can go straight to the kiosk, place your order, and wait in line."
대기 10분했는데 세상에서 이렇게 맛있는 소금빵은 처음이에요,I waited for 10 minutes and this is the first time in the world I've ever had salt bread this delicious.
"옆 매장도 함께 방문했는데, 좋은 제품들을 직접 볼 수 있었고 마음에 드는 아이템도 구매할 수 있어서 만족스러웠어요.","I also visited the store next door, and I was satisfied because I was able to see good products in person and purchase items I liked."
화장실은 카페안이 아니라 카페건물에 있다고 써져있었고 주차도 바로앞에 2석 카페이름으로 주차금지 판넬이 있어서 2석정도 주차가능해보였어요!,"It was written that the restroom was in the cafe building, not in the cafe, and there was a parking prohibition board right in front with the name of the 2-seat cafe, so it looked like there was room for about 2 seats!"
"대한민국 전설의 소금빵 맛집, 자연도 소금빵 in 성수🥯 갓 구운 고퀄리티 버터향 가득한 소금빵을 맛볼 수 있고 개당으로는 판매 안하고 1set(4개 12,000원)로만 판매해요!","Korea's legendary salt bread restaurant, Jayeondo Salt Bread in Seongsu🥯 You can taste freshly baked, high-quality salt bread full of buttery flavor, and it is not sold individually, but only as a set (12,000 won for 4 pieces)!"
근데 요새 소금빵이 너무 많다보니 특별한 맛은 아니었어요.,"But since there were so many salt breads these days, it didn't taste particularly special."
보통 카페의 다른 음료에 비해 조금 비싸게 느껴지긴 하지만 한 번 마시고 직원분께 말씀드리면 남은 차로 한 번 더 우려주시더라고요.,"It feels a bit expensive compared to other drinks at cafes, but once you drink it and tell the staff, they will brew it again with the remaining tea."
2봉지 사서 하나는 선물하고 하나는 바로 먹었는데 너무 맛있어서 더 사오지 않은 걸 후회,"I bought 2 bags, gave one as a gift, and ate the other right away. It was so delicious that I regret not buying more."
좌석 많고 쾌적합니다,Lots of seats and comfortable
드디어 첨으로 줄 서서 사먹기☺️#소금빵 🥐넘부드러움.,Finally standing in line for the first time and eating it☺️#saltbread 🥐So soft.
마지막날 갔더니 굿즈가 텅텅 살게 없어서 아쉬웠고 카페… 인데 음료 마실 자리가 전혀 없어서 아쉬웠음,"When I went on the last day, I was disappointed that there were no goods to buy, and the cafe… But it was a shame that there was no place to have a drink."
"오후 채광이 잔뜩 드는 통창 인테리어도, 이 근처에서 보기드문 야외 테라스와 주차공간도 심리적인 여유를 보탠다.","The large-windowed interior that lets in plenty of afternoon light, as well as the outdoor terrace and parking space, which are rare in this area, add to the psychological relaxation."
식사를 가볍게 한지라 2차로 빵을 먹기 위해 바로 와보았습니다,"Since I had a light meal, I came right away to have a second round of bread."
로우어가든 시절부터 너무 좋아했던 카페라 새로 오픈하셨다는 이야기듣고 찾아왔는데 메뉴 뭔가 업그레이드되고 인테리어 진짜 영국감성 제대로에요,"It's a cafe I've loved since the Lower Garden days, so I came here after hearing that it was newly opened. The menu has been upgraded and the interior has a truly British feel."
"사람들이 북적이지 않아 소음이 적어 조용하고, 마음이 차분해지는 색감의 인테리어와 자리마다 비치된 콘센트와, 생긴 지 얼마 안돼보이는 깔끔한 내부가 맘에 듭니다.","I like the quiet interior with less noise as it is not crowded, the interior with soothing colors, the power outlets at each seat, and the clean interior that looks like it was recently built."
영수증에 이제 주식회사로 찍혀서 낯설지만 맛있는 차맛과 케이크 맛은 그대로 서울국제도서전 참가하신 후에 손님이 부쩍 많아진 것 같아요.,"The receipt is now stamped as a stock company, so it's unfamiliar, but the delicious taste of tea and cake is still there. After participating in the Seoul International Book Fair, the number of customers seems to have increased significantly."
점바점인건지 아니면 우리한테 준 빵만 짠건지 모르겠지만 기대하고 먹은 나로서는 많이 실망스러웠고 다음에는 안먹을것 같다,"I don't know if it was a Jumba restaurant or just the bread they gave us, but I was very disappointed as I had high expectations and I don't think I will eat it next time."
매장이 깔끔하고 음악도 잔잔해서 대화하거나 혼자 오기 좋고 콘센트도 많습니다.,"The store is clean and the music is soft, so it's great for conversation or coming alone, and there are plenty of outlets."
줄서서 기다려 먹을 맛은 아녔어요,It wasn't worth waiting in line to eat.
성수동의 또또또간집~ 저는 일단 쑥 말차 아포가토를 먹으며 시작합니다.,Tto Toto Ganjip in Seongsu-dong~ I start by eating mugwort matcha affogato.
괜히 줄서서 먹을 맛집까지는 아닌거같아용!,I don’t think it’s a good restaurant where you have to wait in line to eat!
차에 대한 향 설명도 너무 잘 되어있어서 어렵지 않게 고를 수 있을 거에요!,The flavor descriptions for the teas are so well written that you won't have a hard time choosing one!
뭐 그렇게 써있던것 같은데 그정도는 아니고요 먹을만하게 맛있어요~,"Well, I think it was written like that, but it's not that bad. It's delicious enough to eat."
매장 내부도 유럽감성으로 예쁘고 사진 어떻게 찍어도 잘 나오고 취향저격 탕탕탕.,"The interior of the store is pretty with a European feel, and no matter how you take photos, they come out well and are perfect for your taste."
소금빵이 맛있네여!,Salt bread is delicious!
줄 서서 먹길래 사봤는데 이유가 있었네요 :),"I bought it because I had to wait in line to eat it, but there was a reason :)"
시그니처 구테로이테는 단맛으로 시작해서 점점 짙어지는 스타일이네요.,The signature gutteroite starts off sweet and gradually becomes darker.
커피사진을 못찍었는데 가성비 좋고 특히 카페라떼 진짜 맛있어요..,"I didn't take a picture of the coffee, but it's good value for money and the cafe latte is especially delicious."
갠적인 원픽은 군밤🌰 여기 커피랑 디저트 맛보신 부모님이 너무너무 좋아하셔서 포장해서 갑니당 (งᐛ)ว (งᐖ )ว,My favorite pick is roasted chestnuts🌰 My parents who tried the coffee and dessert here liked it so much that we took it to go (งᐛ)ว (งᐖ)ว
"좌석이 단 1개도 없는 테이크아웃 전용이다보니, 가게 앞에 앉아서/서서 먹는 사람들이 대다수였는데, 무조건 박스에 끼워서 넣어주다보니 너무 환경오염이 심한 게 아닐까.","As it is a takeout-only service with no seating, the majority of people eat while sitting/standing in front of the store, but since they always put it in a box, I think it is causing too much environmental pollution."
뷰도 좋고 분위기도 좋아서 쉬는날 자주 찾을 것 같아요,"The view is nice and the atmosphere is nice, so I think I'll visit often on my days off."
빵 할인 행사해서 구테로이테 주문했고 마스카포네 케이크 신상이라 시켜봤는데 마냥 크림만 있는 게 아니고 안에 커피 얼린 크림이 있어서 특이하고 많이 안 달아서 좋네요,"I ordered Gutteroite because it was on sale for bread, and I ordered the mascarpone cake because it was a new product. It wasn't just cream, it had frozen coffee cream inside, which was unique and good because it wasn't too sweet."
딸이랑 데이트 왔어요,I went on a date with my daughter.
자리도 넓어서 친구들이랑 오기 딱 좋아요!,"The space is spacious, so it's perfect for coming with friends!"
그냥 무심코 지나가다 들어와ㅆ는데 커피랑 디저트가 보통 아이네요….,"I was just casually passing by and came in, and coffee and dessert were the norm... ."
생각보다 일찍 도착해서 기웃거리다 직원분이 있어서 지금 주문 가능한지 물어보려고 말 걸었는데 무척 쌀쌀맞게 말하시네요.,"I arrived earlier than expected and was snooping around. I tried to talk to the staff to ask if I could order now, but they spoke very coldly."
개인적으로는 기다림과 포장 맵시에서 오는 기대에 미치진 못했습니다.,"Personally, it didn't live up to my expectations due to the wait and the neat packaging."
명품값이지만 한번쯤 가볼만하다고 봐요.,"Although it is expensive, I think it is worth a visit at least once."
4개 포장만 키오스크로 판매하더라구요!,Only 4 packs are sold at the kiosk!
커피도 음료도 디저트도 다 맛있고 윗층에 마련되어 있는 쇼룸과 카페 공간도 인테리어도 감각적이고 멋진 곳입니다.,"The coffee, drinks, and desserts are all delicious, and the interior of the showroom and cafe space on the upper floor is stylish and stylish."
카페도 붐비지않고 여유로워서 좋아요!,I like the cafe because it’s not crowded and it’s relaxing!
사장님 노래 좀 바꿔주세요.,"Sir, please change the song."
일찍오면 핫메뉴 먹을수잇을거같아요,"If you come early, you can eat the hot menu."
커피도 디저트도 굿굿👍,Coffee and desserts are good too👍
미친 회전율; 포장해놔서 맛이 죽었을 줄 알았는데 여긴 바닥이 바삭하고 빵은 촉촉한걸로 승부를 보는것 같다;; 존맛;;;; 겉바속촉 원한다면 다른곳 가야함,"crazy turnover rate; I thought the taste would have died because it was packaged, but this place seems to compete with the crispy bottom and moist bread;; Nice taste;;;; If you want the inside and outside, you have to go somewhere else."
빵나오는 시간에 맞춰서 간건지 갓구운 소금빵 맛있었습니다,"I guess I went there just in time for the bread to come out, but the freshly baked salt bread was delicious."
이벤트가 있어서 방문했는데 커피도 디저트도 맛있어요!!,"I visited because there was an event, and the coffee and desserts were delicious!!"
공간은 협소해서 옆 자리와의 간격이 좁은편이예요,"The space is small, so the space between you and the seat next to you is narrow."
직원분들 너무 친절하시고 추운 날씨 마시는 차~ 몸도 건강해지는 느낌이고 향도 좋고~ 힐링 되는 느낌이였습니다,The staff were so kind and the tea I drank in the cold weather made me feel healthy and the scent was nice~ I felt healed.
매장 넓직하고 좌석간 거리도 있어 대화하기 좋습니다,"The store is spacious and there is distance between seats, making it easy to have conversations."
성수동에 와서 우연히 방문했는데 인테리어도 이쁘고 커피가 너무너무 맛있어서 기분이 좋네요!,"I happened to visit this place when I was in Seongsu-dong, and the interior was pretty and the coffee was so delicious that I was happy!"
사람이 정말 매우매우 많아서 꽤나 오래 줄을 서야하지만 중간에 직원분이 결제하는거 도와주셔서 극악의 웨이팅은 아니였숩니다,"There were so many people that you had to wait in line for quite a long time, but the wait wasn't too bad because the staff helped you pay."
말차 갸또 케이크 진하고 달달하니 맛있었고 자리도 많고 매장도 예쁘고 엄청 세련됬어요.,"The matcha gateau cake was rich, sweet, and delicious, and there were plenty of seats, and the store was pretty and very sophisticated."
위에 크림이 너무 부드럽고 밑에는 달달구리 진짜 라떼 좋아하시면 핵추천✨ 진짜 다음에도 친구들 데리고 또 방문하겠습니다!,The cream on top is so soft and the bottom is sweet. Highly recommended if you like real lattes✨ I will definitely visit again next time with my friends!
교동아 생일 츄카해,"Gyodong-ah, happy birthday!"
포장도 너무 귀엽고 여캐껏 먹어본 소금빵 중에 최고임..,The packaging is so cute and it's the best salt bread I've ever had.
콘센트가 많아서 작업하기 좋아요.,There are lots of outlets so it's great for working.
암튼 구테로이테 도차카 (도시 세상 차가운 카페) 같지만 갈때마다 서비스 좋은거 같아요,"Anyway, it's like Guteroite Dochaka (a cold cafe in the city), but I think the service is good every time I go."
"특히, 커피맛은 진짜 good!!","In particular, the coffee tastes really good!!"
베이커리류 다 맛있어보이는데 브런치를 배부르게 먹고 와서 아쉬워요.,"All the baked goods look delicious, but it's a shame that I ate a full brunch."
"음료만 마시려고 했는데, 한입 들이킨 순간 굿즈를 쓸어담은 나의 모습.","I was only going to drink the drink, but the moment I took a sip, I found myself scooping up the goods."
수다떨기에도 엄청 시끄럽지 않고 커피도 맛있어요 :),It's not too noisy for chatting and the coffee is delicious :)
다음에 다른 커피 메뉴 마셔보러 또 올 것 같아요,I think I'll come back next time to try other coffee menus.
매장도 진짜크고 인테리어도 너무 예뻐요:) 오늘은 날씨가 너무 좋아서 야외 그늘테이블에 앉아서 편히쉬다가요 성수에 이렇게 예쁜카페가있는지 몰랐어요,The store is really big and the interior is really pretty :) The weather was so nice today that I sat down at the outdoor shaded table and took a rest. I didn't know there was such a pretty cafe in Seongsu.
♥️♥️ 종류도 많아서 지인들 생일때 자주 이용할거 같아요!,"♥️♥️ There are many types, so I think I will often use it for my friends’ birthdays!"
자극적이고 화려한 비주얼의 음료가 인기를 끄는 요즘 이너뷰티에 좋은 곳 찾기 힘든데 뷰맛집 맥파이앤타이거 성수티룸 이번 주말 방문 어떠세요?,"It's hard to find a good place for inner beauty these days, as drinks with stimulating and flashy visuals are popular. How about visiting the view restaurant Magpie & Tiger Seongsoo Tea Room this weekend?"
성수동에 3년 근무하지만 이런 소소한곳 찾는 재미로 삽니다.,"I've been working in Seongsu-dong for 3 years, but I enjoy finding small places like this."
다양한 차를 조용히 즐기기 좋아요,I like to quietly enjoy a variety of teas
2층에는 옷가게도 있는데 마시다가 올라가서 구경하면 즐거워요,"There's a clothing store on the second floor, so it's fun to go up and look around after drinking."
저는 이집에서 소금빵에만 10만원 넘게 써봤는데요 바삭부들하고 버터 풍미가 진한 게 맛있어요!,"I've spent over 100,000 won just on salt bread at this restaurant. It's crunchy and has a rich buttery flavor, and it's delicious!"
따뜻할때 먹으니 맛있었고 오븐에 데워먹어도 괜찮앗어요,"It was delicious when I ate it while it was warm, and it was okay to eat it reheated in the oven."
"구매 후 앉아서 먹을 매장은 없지만 보이는 매장 분위기 좋구요,","There is no store to sit and eat after purchasing, but the store you can see has a nice atmosphere."
"원두 선택하는 카페는 많지만, 원두 간 가격이 같거나 500원 정도 차이나죠.","There are many cafes where you can choose the coffee beans, but the price between the beans is the same or varies by about 500 won."
커피는 꽃향기와 산미가 적당히 느껴지고 잔향이 오래남아 좋았고 매장도 따뜻하고 노래도 잔잔하게 나와서 편하게 있다가 가기에 좋았어요,"The coffee had just the right amount of floral and acidity, and the lingering scent lasted a long time. The store was warm and the music played softly, so it was nice to relax and leave."
"친구 생일기념으로 예약했는데 역시 플디,,,,, 너무 맛있는데 지점도 많이 생겨서 좋아요!!","I made a reservation to commemorate my friend's birthday, and as expected, it's delicious, and it's great that there are so many branches!!"
베이커리류 너무 맛있습니다 :),Bakeries are so delicious :)
노래도 좋고 분위기도 좋아요,The song is good and the atmosphere is good too.
차도 맛있고 분위기도 좋고 디저트도 맛있다니…?,"The tea is delicious, the atmosphere is nice, and the desserts are delicious... ?"
동네빵집돠의 차이는 잘 모르겠지만 고소해요,"I don't know the difference between a local bakery and a bakery, but I'm sorry."
한교동 생일카페로 예약 후 방문했습니다!!,I visited the Hangyo-dong birthday cafe after making a reservation!!
오른쪽 결제줄에서 먼저 결제 후 픽업 대기줄에 서면 됩니다.,You can first pay at the payment line on the right and then stand in the pick-up line.
강남점은 가봤는데 사무실 근처인데 생긴지 모르고 있다가 와봤네요.,"I've been to the Gangnam branch and it's near my office, but I didn't know it existed until I came here."
